Gene_Symbol,Chr,Start,End,Strand,GeneLength,MOGSP_2,MOGSP_3,MOG_3,MOG_4,MOG_5,Ly49N_1,Ly49P_1,Ly49N_2,Ly49P_2,Ly49N_3,Ly49P_3
Gm24641,chr9,109358229,109358335,-,106,0,0,0,0,0,0,0,0,0,0,0
Fbxw22,chr9,109378400,109404296,-,25896,0,0,0,0,0,7,0,16,3,9,3
Fbxw16,chr9,109432316,109449140,-,16824,0,0,0,0,0,7,0,2,0,1,0
Gm42494,chr9,109440128,109443178,+,3050,0,0,0,0,0,2,0,5,0,0,0
Gm42493,chr9,109448645,109460105,+,11460,0,0,0,0,0,2,0,3,0,2,0
Fbxw19,chr9,109476654,109495875,-,19221,0,0,0,0,0,10,0,17,3,12,3
Fbxw23,chr9,109516388,109534858,-,18470,0,0,0,0,0,0,0,5,0,0,0
Gm42756,chr9,109537100,109552780,+,15680,0,0,0,0,0,0,0,1,2,0,0
Gm43089,chr9,109541701,109542913,-,1212,0,0,0,0,0,0,0,1,0,0,0
Fbxw15,chr9,109552602,109568262,-,15660,0,0,0,0,0,0,0,0,0,1,0
Gm42755,chr9,109572732,109574224,-,1492,0,0,0,0,0,0,0,0,0,0,0
Fbxw24,chr9,109601116,109626057,-,24941,0,0,0,0,0,7,0,15,2,5,0
Fbxw25,chr9,109645122,109664652,-,19530,0,0,0,0,0,3,0,6,0,0,0
Fbxw18,chr9,109676734,109702700,-,25966,0,0,0,0,0,11,0,19,1,9,9
Gm43209,chr9,109702934,109704521,+,1587,0,0,0,0,0,0,0,2,0,5,0
Fbxw26,chr9,109717566,109746089,-,28523,0,0,0,0,0,3,0,11,0,4,3
Fbxw27,chr9,109766045,109790670,-,24625,0,0,0,0,0,7,2,3,2,3,1
Spink8,chr9,109812280,109826633,+,14353,0,0,0,0,0,0,0,6,4,4,1
3000002C10Rik,chr9,109827943,109832706,-,4763,142,58,10,51,232,118,145,107,169,112,196
Nme6,chr9,109832749,109843116,+,10367,214,377,292,296,35,484,500,617,431,495,416
Camp,chr9,109847379,109849617,-,2238,4,3,32,23,2304,28,11,10,81,156,151
Cdc25a,chr9,109875579,109893895,+,18316,414,1098,721,662,706,425,811,331,492,330,722
Mir7089,chr9,109889643,109889710,+,67,0,0,0,1,0,0,0,0,0,3,0
Gm4644,chr9,109924351,109924750,-,399,0,0,0,0,0,0,0,3,2,0,0
Map4,chr9,109931460,110083955,+,152495,3230,2945,1873,4076,2671,5041,10904,5177,9047,4727,10136
Gm4734,chr9,109970433,109971209,+,776,20,5,2,3,1,11,16,24,25,23,23
Gm43732,chr9,109988967,109991834,-,2867,0,0,0,0,0,0,0,1,0,0,0
Gm42433,chr9,110005974,110006913,+,939,0,0,0,0,0,1,1,0,0,1,0
Gm42432,chr9,110041180,110042796,+,1616,16,7,1,1,0,7,15,10,39,11,48
Dhx30,chr9,110084320,110117830,-,33510,3505,4958,3361,4088,4143,8260,9366,7723,7953,6426,8694
Gm27855,chr9,110109012,110109139,-,127,0,0,0,0,0,0,0,0,0,0,0
Smarcc1,chr9,110117708,110240178,+,122470,1089,1795,978,1710,2363,1645,3588,1513,3813,1565,4713
Gm23377,chr9,110121679,110121816,-,137,0,0,0,0,0,0,0,0,0,0,0
Gm23377,chr9,110121680,110121805,-,125,0,0,0,0,0,0,0,0,0,0,0
Cspg5,chr9,110243783,110262576,+,18793,0,0,0,0,0,16,1,20,4,12,8
Gm43622,chr9,110252126,110254144,-,2018,0,0,0,0,0,2,0,2,3,0,0
Mir6236,chr9,110281287,110281409,+,122,3,17,53,18,11,2962,1609,1757,777,1588,623
Gm42775,chr9,110288952,110293937,-,4985,0,0,0,0,0,1,0,1,0,0,0
Elp6,chr9,110305173,110322102,+,16929,420,333,404,332,707,728,790,886,700,707,713
Gm42638,chr9,110327978,110330564,-,2586,0,0,0,0,29,5,8,0,9,5,6
Scap,chr9,110333288,110384950,+,51662,1571,1400,1308,1601,1300,5404,6793,4756,4638,4201,5194
5830462I19Rik,chr9,110372048,110375430,-,3382,0,10,0,1,0,13,16,10,28,5,35
Ptpn23,chr9,110385082,110408213,-,23131,73,142,165,171,41,172,432,228,354,229,350
Ngp,chr9,110419747,110423012,+,3265,34,27,273,130,7503,228,48,9,501,651,1255
Klhl18,chr9,110425926,110476694,-,50768,164,456,212,346,157,1145,2026,921,1594,727,1699
Kif9,chr9,110476958,110525179,+,48221,3,42,6,0,0,88,186,49,126,66,160
Setd2,chr9,110532597,110618633,+,86036,705,1746,602,1186,1494,861,2482,932,3053,786,3737
Gm42763,chr9,110543211,110545297,+,2086,34,13,0,0,0,2,5,6,4,1,12
Nradd,chr9,110621135,110624452,-,3317,24,43,61,46,177,26,105,20,123,19,133
Nbeal2,chr9,110624789,110654161,-,29372,2133,2647,3650,2917,1905,4977,26903,4333,18247,3699,20355
Mir8107,chr9,110635999,110636115,-,116,0,0,0,0,0,0,0,0,0,0,0
Gm42470,chr9,110655679,110656455,+,776,1,5,1,0,2,13,5,9,3,3,12
Ccdc12,chr9,110656503,110711606,+,55103,2766,4201,4780,4238,4125,3815,6315,4494,5705,3648,5720
Gm35715,chr9,110669329,110674954,-,5625,0,3,0,0,0,4,17,6,21,0,11
Pth1r,chr9,110722085,110747145,-,25060,0,0,0,0,0,2,1,6,5,1,2
Myl3,chr9,110741861,110769798,+,27937,0,0,0,0,0,0,0,0,0,0,1
Prss42,chr9,110798166,110803754,+,5588,0,0,0,0,0,0,0,1,2,4,0
Prss44,chr9,110813994,110824523,+,10529,0,0,0,0,0,1,0,8,0,5,1
Prss43,chr9,110826690,110831839,+,5149,0,0,0,0,0,1,0,9,4,11,7
Prss45,chr9,110834588,110841313,+,6725,0,0,0,0,0,6,0,25,1,25,4
Prss46,chr9,110844506,110856522,+,12016,0,0,0,0,0,1,0,4,0,5,0
Prss50,chr9,110857967,110864629,+,6662,0,0,21,26,0,1,1,9,1,5,5
Tmie,chr9,110865711,110880113,-,14402,309,489,755,759,712,1904,38,1567,30,1555,56
Als2cl,chr9,110879870,110900530,+,20660,2536,2986,3636,4993,3793,9651,1256,9146,1183,7762,1142
Gm43127,chr9,110893111,110895899,-,2788,3,2,0,4,0,6,1,4,0,5,3
Fam240a,chr9,110914739,110916861,-,2122,90,212,490,217,227,530,20,586,21,555,29
Gm24269,chr9,110925403,110925479,+,76,0,0,0,0,0,0,0,0,0,0,0
Tdgf1,chr9,110939603,110946158,-,6555,54,81,59,100,0,73,12,63,38,64,29
Lrrc2,chr9,110951545,110984066,+,32521,6,2,0,0,5,21,0,18,3,8,6
Gm43535,chr9,110974432,110974595,+,163,0,0,0,0,0,0,0,0,0,0,0
Rtp3,chr9,110984935,110990583,-,5648,0,0,0,0,0,0,0,1,0,0,0
1700061E17Rik,chr9,110986201,110987804,+,1603,0,0,0,0,0,0,0,0,0,0,0
Gm10030,chr9,110989499,111008029,+,18530,0,0,0,0,66,17,0,16,0,15,9
Ltf,chr9,111019271,111042767,+,23496,17,15,59,50,5929,221,35,9,326,334,909
Gm43814,chr9,111052781,111053193,-,412,0,0,0,0,0,0,0,0,0,0,1
Ccrl2,chr9,111054486,111057519,-,3033,0,102,123,61,91,37,97,17,64,12,121
Rp31-ps19,chr9,111071181,111071533,-,352,0,0,0,0,0,4,0,1,0,1,0
Gm26409,chr9,111075394,111075456,+,62,0,0,0,0,0,0,0,0,0,0,0
Lrrfip2,chr9,111117592,111225668,+,108076,388,578,365,668,595,259,1129,402,932,321,1148
Mlh1,chr9,111228228,111271791,-,43563,1572,1992,1124,1744,1621,1376,2504,1605,2499,1311,2779
Gm24860,chr9,111244592,111244867,-,275,0,0,0,0,0,1,0,6,2,3,0
Epm2aip1,chr9,111271929,111279093,+,7164,481,289,266,821,1494,218,582,272,701,285,837
Trank1,chr9,111311739,111395775,+,84036,0,0,0,0,0,34,1,73,8,20,1
Gm42527,chr9,111411434,111412913,+,1479,0,0,0,0,0,0,0,16,0,8,0
Dclk3,chr9,111439081,111489118,+,50037,0,0,0,0,0,5,1,7,4,6,0
Gm42523,chr9,111544004,111548940,-,4936,0,0,0,0,0,0,0,12,0,4,0
Gm43236,chr9,111561423,111562036,+,613,0,0,0,0,0,0,0,0,0,0,0
Stac,chr9,111561437,111690348,-,128911,0,0,0,0,0,6,0,6,0,7,1
n-R5s90,chr9,111613898,111614015,-,117,0,0,0,0,0,0,0,0,0,0,0
4930545L08Rik,chr9,111912311,111918666,-,6355,0,0,0,0,0,0,0,1,0,0,0
Arpp21,chr9,112065091,112235938,-,170847,0,0,15,0,0,45,6,75,8,43,8
Mir128-2,chr9,112118636,112118711,-,75,0,0,0,0,0,6,0,13,1,3,3
2310075C17Rik,chr9,112227579,112228242,+,663,0,0,0,0,0,0,0,1,0,2,0
2900079G21Rik,chr9,112234277,112348925,+,114648,0,0,0,0,0,3,0,5,0,0,0
4933411E02Rik,chr9,112390104,112461630,-,71526,0,0,0,0,0,3,0,2,0,0,0
Gm27847,chr9,112489616,112489722,+,106,0,0,0,0,0,0,0,0,0,0,0
Gm24957,chr9,112522529,112522660,+,131,0,0,0,0,0,0,0,0,0,1,0
Gm36251,chr9,113070983,113123029,-,52046,0,0,0,0,0,2,0,3,0,2,0
Gm4657,chr9,113174608,113189815,-,15207,0,0,0,0,0,7,1,10,0,1,0
Gm36367,chr9,113287707,113311215,+,23508,0,0,0,0,0,1,0,1,0,2,0
Gm39436,chr9,113324251,113352369,-,28118,0,0,0,0,0,1,0,0,0,1,0
Gm22492,chr9,113403475,113403771,+,296,0,0,0,0,0,5,0,3,0,7,3
Gm36485,chr9,113406169,113420060,-,13891,0,0,0,0,0,0,0,0,0,1,0
Gm47875,chr9,113420111,113422536,+,2425,0,0,0,0,0,5,0,4,1,1,0
AU023762,chr9,113496746,113611783,-,115037,0,0,0,0,0,2,0,3,2,1,0
Gm7183,chr9,113530229,113531233,+,1004,0,0,0,0,0,34,1,50,5,35,17
Gm36745,chr9,113636528,113642054,-,5526,0,0,0,0,0,16,4,17,1,0,2
Pdcd6ip,chr9,113651744,113708259,-,56515,7093,10219,5989,11106,10531,9055,16906,8279,12262,7412,14694
Clasp2,chr9,113741473,113919682,+,178209,144,187,355,444,217,508,1194,557,1333,470,1515
Gm25059,chr9,113776182,113776298,-,116,0,0,0,0,0,0,0,0,0,0,2
Ubp1,chr9,113930934,113977202,+,46268,1583,2172,1201,1909,2682,1280,3225,1276,3144,1353,3602
Fbxl2,chr9,113963637,114046191,-,82554,0,174,112,87,207,18,418,32,473,31,539
Gm47950,chr9,113969984,113970998,-,1014,0,2,0,4,26,1,11,1,15,1,10
Susd5,chr9,114057140,114098728,+,41588,0,0,0,0,0,7,4,12,2,2,1
AC157997.1,chr9,114116623,114116677,-,54,0,0,0,0,0,9,0,2,1,6,0
Gm29825,chr9,114118088,114192640,+,74552,0,0,0,0,0,5,0,15,5,6,0
4921528I07Rik,chr9,114237697,114317028,-,79331,0,0,0,0,0,6,0,4,0,1,0
Bcl2a1c,chr9,114330135,114330578,+,443,0,0,1,0,0,1,0,1,0,0,1
4930520O04Rik,chr9,114368303,114377229,+,8926,0,10,10,66,0,5,4,5,10,4,9
Crtap,chr9,114375134,114390675,-,15541,228,353,361,385,307,579,802,549,680,407,651
Glb1,chr9,114401076,114474898,+,73822,939,1170,817,1273,704,1926,2371,2388,1796,1705,2092
Tmppe,chr9,114401105,114407276,+,6171,468,505,387,280,1079,821,1378,953,1294,577,1393
Ccr4,chr9,114490316,114504916,-,14600,1,143,80,14,0,48,0,28,2,46,7
Trim71,chr9,114507133,114564369,-,57236,0,0,0,0,0,15,0,19,2,8,6
C130032M10Rik,chr9,114515697,114516601,+,904,0,0,0,0,0,2,0,4,0,3,3
Cnot10,chr9,114585878,114640184,-,54306,1748,1627,1280,2122,1597,2416,3185,2265,3082,2197,3739
Gm23232,chr9,114602088,114602192,-,104,0,0,0,0,0,0,0,0,0,0,2
Gm7780,chr9,114647630,114648035,-,405,0,0,0,0,0,1,1,4,1,6,3
Dync1li1,chr9,114688790,114724302,+,35512,1349,1930,1329,3449,2222,1595,2630,1673,2380,1543,2750
Cmtm6,chr9,114731116,114749344,+,18228,4789,7940,7279,11637,8904,8417,11946,8440,8857,7933,10782
Cmtm7,chr9,114756836,114781856,-,25020,1561,1624,2530,2336,1815,4008,3240,4445,2374,3442,2872
Gm9888,chr9,114780100,114782257,+,2157,4,11,10,17,8,34,26,27,16,35,20
Cmtm8,chr9,114789345,114844156,-,54811,0,0,0,0,0,5,1,7,4,7,4
Gm23889,chr9,114838173,114838276,+,103,0,0,0,0,0,0,0,0,0,0,0
Gpd1l,chr9,114899341,114933987,-,34646,1737,2797,2264,4200,3357,8265,6623,7664,3736,6623,4797
Osbpl10,chr9,114978569,115232225,+,253656,0,0,0,0,0,14,2,18,2,14,5
Rps27rt,chr9,114982366,114982739,-,373,53,82,152,124,76,160,82,172,76,198,68
Gm4665,chr9,115180404,115186058,-,5654,0,0,0,0,0,1,1,5,0,0,0
Gm26962,chr9,115195453,115196898,-,1445,0,0,0,0,0,1,0,0,0,0,0
Gm27002,chr9,115200398,115203875,+,3477,0,0,0,0,0,0,0,0,0,1,0
Stt3b,chr9,115242581,115310421,-,67840,2216,4456,2244,5272,4552,4968,4776,5647,3977,4809,5508
Stmn1-rs1,chr9,115281520,115281981,-,461,0,0,0,0,0,0,0,0,0,0,0
Mir467h,chr9,115381819,115381939,+,120,0,0,0,0,0,0,0,0,0,0,0
Gm26303,chr9,115381960,115382078,+,118,0,0,0,0,0,0,0,0,0,0,0
Gm25510,chr9,115382099,115382221,+,122,0,0,0,0,0,0,0,0,0,0,0
Gm9487,chr9,115405149,115405620,+,471,0,0,1,0,0,0,1,1,0,1,0
Gm22243,chr9,115411234,115411353,-,119,0,0,0,0,0,0,0,1,0,0,0
Gm5921,chr9,115437700,115438581,-,881,8,8,9,10,3,24,11,15,10,16,7
n-R5s92,chr9,115626600,115626718,-,118,0,0,0,0,0,0,0,0,0,0,0
D330037F02Rik,chr9,115665914,115674353,+,8439,0,0,0,0,0,5,0,1,2,1,0
Gm48007,chr9,115680743,115682263,+,1520,0,0,0,0,0,0,0,0,0,0,0
Gadl1,chr9,115909455,116076176,+,166721,0,0,1,2,0,11,1,4,2,0,4
Gm16142,chr9,115990956,116001788,-,10832,0,0,0,0,0,0,0,11,1,0,0
Gm9385,chr9,116040593,116041064,-,471,12,17,35,26,16,25,23,30,30,23,26
Tgfbr2,chr9,116084293,116175360,-,91067,5331,4947,4477,6634,5554,8144,11544,8059,9020,6942,9344
Gm4668,chr9,116189180,116194886,+,5706,0,25,6,4,0,19,33,14,49,28,27
Gm48038,chr9,116199297,116200612,+,1315,0,0,0,0,0,0,0,0,0,4,4
Gm31410,chr9,116218802,116249753,+,30951,2,0,1,0,0,1,0,2,2,6,2
D730003K21Rik,chr9,116327337,116339511,+,12174,14,7,27,32,0,1,1,6,5,6,4
Rbms3,chr9,116572746,117872681,-,1299935,0,0,0,0,0,15,1,21,3,26,4
Gm18489,chr9,117059158,117059708,+,550,0,0,0,0,0,0,0,0,0,0,0
Gm20397,chr9,117065527,117065888,+,361,0,0,0,0,0,0,0,0,0,1,0
Gm17396,chr9,117252536,117254696,+,2160,0,0,0,0,0,0,0,1,0,0,0
Gm20396,chr9,117402979,117404342,+,1363,0,0,0,0,0,3,0,5,0,3,1
Gm26614,chr9,117873144,117881202,+,8058,0,0,6,0,0,0,0,0,7,2,3
Zcwpw2,chr9,117876000,118040259,-,164259,0,0,23,0,0,14,24,15,16,7,27
Gm22008,chr9,117999336,117999430,+,94,0,0,0,0,0,0,0,0,0,0,0
Azi2,chr9,118040499,118069794,+,29295,2713,3806,2305,3397,4331,1665,4338,1961,3983,1901,4547
Cmc1,chr9,118064522,118150177,-,85655,393,765,596,709,441,368,890,581,822,507,922
Gm17399,chr9,118150231,118170376,+,20145,2,0,48,22,31,14,42,24,67,14,41
Gm22198,chr9,118287786,118288092,+,306,0,0,0,0,0,0,0,0,0,0,0
2610509F24Rik,chr9,118402465,118403302,-,837,29,24,0,9,0,6,17,5,9,0,14
Platr11,chr9,118404097,118406099,-,2002,22,0,0,30,0,5,26,6,21,0,27
4933432G23Rik,chr9,118429836,118437048,+,7212,0,6,0,0,0,1,7,2,8,3,4
Gm22479,chr9,118466984,118467064,-,80,0,0,0,0,0,0,0,0,0,0,0
Eomes,chr9,118478212,118486132,+,7920,1612,3023,1305,1318,1089,318,9093,441,6668,447,7728
Gm33460,chr9,118485559,118489099,-,3540,3,54,6,48,0,1,137,7,166,8,214
Golga4,chr9,118506267,118582519,+,76252,1208,1879,644,1881,1922,912,3482,924,4305,849,4189
Gm18935,chr9,118571608,118572271,-,663,0,0,0,0,0,4,2,0,0,0,0
Gm45897,chr9,118584853,118590195,-,5342,0,0,0,0,0,6,3,5,18,0,9
Itga9,chr9,118606690,118901003,+,294313,0,0,0,0,0,44,16,16,73,25,153
Gm10157,chr9,118837613,118837955,-,342,11,9,7,17,13,25,13,26,21,12,18
Gm2415,chr9,118890075,118926455,-,36380,0,0,1,0,0,10,0,16,1,11,4
Gm16295,chr9,118924873,118925777,+,904,0,0,0,0,0,0,0,0,0,0,0
Ctdspl,chr9,118926453,119043998,+,117545,0,0,0,0,0,3,1,30,0,6,5
Mir26a-1,chr9,119031796,119031885,+,89,0,0,0,0,0,1,0,0,1,1,1
Vill,chr9,119052778,119071525,+,18747,0,1,0,33,249,16,4,4,1,29,45
Plcd1,chr9,119071527,119093502,-,21975,0,0,203,114,158,11,186,10,119,0,122
Dlec1,chr9,119102478,119148246,+,45768,3,0,43,0,0,1,10,20,34,8,31
Acaa1b,chr9,119148023,119157093,-,9070,0,0,1,2,1,9,16,8,7,2,5
Gm47289,chr9,119159161,119161669,+,2508,0,0,0,0,0,0,0,3,1,0,0
Gm10608,chr9,119162730,119163405,+,675,30,35,24,25,18,23,57,44,52,47,68
Slc22a14,chr9,119169455,119365553,-,196098,0,0,0,0,0,3,0,7,0,1,0
Slc22a13,chr9,119192974,119209098,-,16124,0,0,0,0,0,47,0,46,3,14,8
Slc22a13b,chr9,119220488,119231692,-,11204,0,0,0,11,0,7,9,10,16,8,12
Oxsr1,chr9,119238432,119322427,-,83995,583,693,469,788,901,545,1119,694,1013,574,1369
Gm22729,chr9,119306629,119306757,-,128,0,0,0,0,0,1,0,0,0,1,0
Myd88,chr9,119335934,119341411,-,5477,2631,2978,2710,3689,3097,5350,5238,5677,4534,5322,5101
Acaa1a,chr9,119339676,119350299,+,10623,2441,3292,3691,3644,3950,7590,8370,7884,7141,7246,6832
Xylb,chr9,119357381,119393797,+,36416,0,51,55,0,0,27,37,35,48,57,44
Acvr2b,chr9,119402118,119434995,+,32877,0,0,0,25,25,40,1,59,5,44,14
Gm47320,chr9,119405108,119409016,-,3908,0,0,0,0,0,0,0,1,0,1,0
4930516B21Rik,chr9,119440278,119444830,-,4552,0,0,0,0,0,0,0,5,3,0,1
Exog,chr9,119444943,119465517,+,20574,488,947,593,761,736,797,989,837,873,775,852
Scn5a,chr9,119483408,119579016,-,95608,0,0,0,0,0,1,0,13,0,4,1
Scn10a,chr9,119608456,119719322,-,110866,0,0,0,0,0,10,1,27,0,20,5
Scn11a,chr9,119753759,119825456,-,71697,0,22,37,0,35,41,31,52,24,36,33
Gm2449,chr9,119887449,119894863,-,7414,0,0,0,10,0,3,15,5,7,0,9
Wdr48,chr9,119894878,119926587,+,31709,1166,1501,1256,1629,1702,1541,2827,1757,2352,1712,3029
Cx3cr1,chr9,119901616,120069879,-,168263,131,1,614,87,82,1,48,6,51,1,223
Gorasp1,chr9,119925257,119937565,-,12308,59,64,36,1,195,609,16,479,29,488,30
Ttc21a,chr9,119937606,119967793,+,30187,0,0,0,0,0,6,0,16,1,11,1
Csrnp1,chr9,119971163,119984658,-,13495,436,580,1133,993,739,1787,1415,1585,1003,1416,1103
1700019L13Rik,chr9,119983146,119988092,+,4946,0,1,6,2,20,6,10,4,5,4,9
Gm47043,chr9,120004037,120005106,+,1069,0,0,0,0,0,0,1,6,0,0,0
Gm49427,chr9,120009805,120011448,+,1643,0,0,0,0,0,0,0,0,0,0,0
Xirp1,chr9,120013755,120023598,-,9843,0,0,0,0,0,1,2,6,4,1,5
Gm33858,chr9,120068996,120070622,+,1626,24,0,0,14,67,4,0,9,0,0,7
Ccr8,chr9,120092114,120094906,+,2792,23,32,37,26,131,0,2,7,0,3,5
Gm47050,chr9,120095663,120097838,+,2175,0,0,0,0,0,0,0,1,0,1,0
Slc25a38,chr9,120110374,120124504,+,14130,525,635,1229,1076,1404,2620,1732,2360,1499,2025,1450
Rpsa,chr9,120127689,120132369,+,4680,10980,17500,22217,19890,15334,42840,32651,48012,26267,43666,23932
Gm24044,chr9,120128780,120128935,+,155,0,0,0,0,0,0,0,0,0,0,0
Gm26448,chr9,120129351,120129553,+,202,0,0,0,29,12,1,2,0,9,4,1
Snora62,chr9,120130415,120130563,+,148,0,3,6,10,8,0,2,1,3,1,4
Gm5922,chr9,120133463,120136329,-,2866,0,0,0,0,0,0,0,2,1,5,4
Mobp,chr9,120149707,120181484,+,31777,0,0,0,0,0,4,0,21,3,7,7
Gm38642,chr9,120179038,120279171,+,100133,0,0,0,0,0,0,0,4,0,1,0
Gm37111,chr9,120182564,120183197,+,633,0,0,0,0,0,0,0,0,0,0,1
Gm38642,chr9,120193089,120280327,+,87238,0,0,0,0,0,0,0,0,0,0,1
Gm47059,chr9,120259628,120264358,+,4730,0,0,3,0,0,0,0,0,3,0,0
Myrip,chr9,120301513,120474841,+,173328,0,0,0,0,0,2,0,9,4,11,2
Gm15566,chr9,120316328,120316917,+,589,0,3,2,2,0,1,1,0,1,0,2
Gm15565,chr9,120384911,120385337,+,426,0,0,0,0,0,0,0,0,0,0,0
D830035M03Rik,chr9,120490532,120492547,-,2015,27,36,19,28,100,21,33,33,45,26,22
Eif1b,chr9,120492232,120495330,+,3098,1147,1633,1595,1729,1766,2010,2109,2273,2049,2085,1937
Gm7229,chr9,120521813,120522819,+,1006,0,0,0,0,0,1,0,2,2,2,1
Entpd3,chr9,120539818,120568327,+,28509,0,0,0,0,0,1,11,14,5,8,21
Rpl14,chr9,120571444,120574654,+,3210,8238,13431,13969,15810,12186,21723,17147,25420,16469,23261,14801
5830454E08Rik,chr9,120577331,120578074,+,743,25,95,147,79,47,135,195,159,150,102,114
Gm47062,chr9,120580135,120582738,+,2603,10,0,0,0,0,1,2,2,8,2,1
Gm39456,chr9,120611654,120620299,-,8645,0,0,0,0,0,0,0,0,0,1,0
Gm39458,chr9,120674405,120682399,+,7994,0,0,0,0,0,1,0,1,0,2,0
Gm47063,chr9,120705889,120706237,-,348,0,0,0,0,0,0,0,1,0,0,0
Gm47064,chr9,120743590,120751143,-,7553,0,0,0,0,0,0,0,2,0,1,1
Gm18101,chr9,120754979,120755526,-,547,45,50,43,35,43,148,104,126,103,127,88
Gm23624,chr9,120791465,120791785,-,320,0,0,0,0,0,0,0,0,0,0,0
Gm47066,chr9,120791986,120794882,+,2896,0,0,0,0,0,1,0,1,0,0,0
Gm39459,chr9,120834363,120844936,+,10573,0,0,0,0,0,11,0,10,3,11,2
Gm47068,chr9,120843445,120846181,-,2736,0,0,0,0,0,0,0,0,0,0,0
Gm47069,chr9,120849207,120853103,+,3896,0,0,0,0,0,0,0,0,2,1,4
Gm19385,chr9,120861615,120866756,-,5141,0,0,0,0,0,11,4,9,7,3,5
Gm34425,chr9,120869160,120873860,+,4700,0,0,0,0,0,0,0,0,0,0,0
Gm47070,chr9,120869984,120871030,-,1046,0,0,0,0,0,1,0,0,0,0,0
Gm39460,chr9,120879697,120881972,-,2275,0,0,0,0,0,2,0,3,0,4,0
1700020M21Rik,chr9,120913774,120915252,-,1478,0,0,0,0,0,0,0,1,0,0,0
4930593C16Rik,chr9,120924452,120930804,-,6352,0,0,0,0,0,0,0,0,0,1,0
Ctnnb1,chr9,120929216,120960507,+,31291,2158,2237,1255,3107,1984,3136,7189,3961,5480,3719,6609
Mir7090,chr9,120955086,120955147,+,61,0,0,0,0,2,0,2,0,0,0,0
Ulk4,chr9,120955351,121277197,-,321846,0,0,0,0,0,12,13,81,48,32,19
Gm22987,chr9,121242342,121242587,+,245,0,0,0,0,0,0,0,2,0,0,0
Gm17157,chr9,121247317,121247664,+,347,0,0,0,0,0,0,0,4,0,4,0
Gm34655,chr9,121277775,121286000,+,8225,0,0,0,0,0,3,16,5,20,8,20
Trak1,chr9,121297502,121474918,+,177416,466,1191,669,943,1291,1911,2760,1821,1671,1451,2313
C230053D17Rik,chr9,121319385,121321630,+,2245,0,0,0,0,0,2,3,2,3,0,4
Gm47092,chr9,121346556,121348368,+,1812,0,0,0,0,0,0,0,5,5,12,6
Cck,chr9,121489824,121495694,-,5870,0,0,0,0,0,3,0,0,1,1,0
Gm47095,chr9,121515665,121536151,-,20486,0,0,0,0,0,2,0,4,2,8,0
Gm38661,chr9,121523575,121530805,+,7230,0,0,0,0,0,0,0,6,0,2,1
Lyzl4,chr9,121577843,121642096,-,64253,0,0,0,0,4,2,0,0,0,5,4
Lyzl4os,chr9,121586997,121614255,+,27258,0,0,0,0,0,0,0,2,0,1,1
Gm47097,chr9,121629891,121631370,-,1479,0,0,0,0,0,0,0,8,0,1,0
Vipr1,chr9,121642716,121672954,+,30238,1177,1455,1775,1849,1001,3427,4078,2436,2451,2661,2213
Sec22c,chr9,121680045,121705490,-,25445,527,614,677,624,221,917,1162,938,896,845,966
Ss18l2,chr9,121710329,121713388,+,3059,184,263,510,386,309,258,302,346,380,346,387
Nktr,chr9,121719169,121756843,+,37674,1301,2430,1851,3423,2964,1218,3865,1452,5229,1271,5763
E530011L22Rik,chr9,121754662,121759943,-,5281,5,1,26,3,23,5,8,9,5,1,10
Zfp651,chr9,121759330,121771742,+,12412,18,0,0,0,0,4,1,3,0,7,8
Gm47108,chr9,121775024,121778146,-,3122,0,0,0,0,0,1,0,14,0,0,1
Klhl40,chr9,121777607,121783818,+,6211,0,0,0,0,0,0,0,3,0,0,0
Hhatl,chr9,121784016,121792507,-,8491,0,0,0,0,0,0,0,5,1,0,0
Ccdc13,chr9,121797627,121839461,-,41834,24,0,0,0,0,3,7,11,0,1,2
Gm17163,chr9,121820289,121831193,+,10904,0,0,0,0,0,0,0,0,0,0,0
Gm47111,chr9,121843822,121846937,-,3115,0,2,0,67,0,25,82,32,64,15,104
Higd1a,chr9,121848563,121858362,-,9799,1300,1867,2307,1715,1519,1728,3495,2194,2817,1865,3385
Gm47112,chr9,121857680,121859209,+,1529,13,0,0,0,0,1,0,1,7,1,5
Gm47113,chr9,121869496,121879936,+,10440,0,0,0,0,1,12,0,15,3,25,4
Ackr2,chr9,121898355,121911074,+,12719,0,0,0,0,0,0,2,2,1,2,0
Cyp8b1,chr9,121914356,121916305,-,1949,0,0,0,0,0,14,3,9,3,6,6
Gm47115,chr9,121934080,121935402,+,1322,0,0,0,0,0,0,0,3,0,0,1
1700048O20Rik,chr9,121937223,121947016,+,9793,70,0,7,38,0,2,17,6,3,17,11
Gm49343,chr9,121937973,121965089,+,27116,0,0,0,0,0,0,0,0,0,0,0
Gask1a,chr9,121950988,121980209,+,29221,0,57,0,0,0,5,3,5,0,2,3
Pomgnt2,chr9,121981606,121997110,-,15504,89,52,67,0,0,308,146,293,115,237,104
Gm39463,chr9,121996118,122012455,+,16337,0,0,0,0,0,0,0,1,0,3,0
Gm47117,chr9,122008354,122012140,-,3786,0,0,0,0,0,0,0,5,0,2,0
Gm39465,chr9,122019528,122051463,-,31935,0,0,0,0,0,4,0,2,1,5,3
Gm39464,chr9,122047088,122052647,+,5559,0,0,0,0,0,1,0,6,0,9,8
Snrk,chr9,122117266,122169702,+,52436,1318,2410,1307,2877,2347,2440,4847,2407,3656,1897,3774
